,sales,MoM,YoY
,Brooklyn,,
,Northwest Brooklyn,,
,All,,
2015-08,1117383.7396872942,-0.0016169231287039842,0.07055314593355555
2015-09,1117385.620720248,1.6834261022946606e-06,0.052486355609582036
2015-10,1127579.4200028086,0.009122901792838478,0.030211897187579995
2015-11,1101329.9174526618,-0.023279515468703216,0.0359889813942591
2015-12,1116967.8669374238,0.01419915071492106,0.0769165287716096
2016-01,1070180.3201624542,-0.04188799710349311,0.04466246178594746
2016-02,1086419.607004826,0.015174346356795931,0.0021578405779207888
2016-03,1086696.9952000417,0.0002553232594728616,0.021917226763298103
2016-04,1131928.003983259,0.04162246604435582,0.036800976700612775
2016-05,1135319.9256840125,0.002996587847298837,0.05088327570680007
2016-06,1117918.2757552878,-0.015327529742984458,0.037347632675214903
2016-07,1109548.5095959269,-0.007486921308005434,-0.008617706162116545
2016-08,1122175.7738365994,0.011380542744608091,0.004288619906574143
2016-09,1150292.526418262,0.02505556904470896,0.02944990976060957
2016-10,1151818.8416334444,0.0013268930990406602,0.021496864168180307
2016-11,1198158.6447906103,0.040231850254723645,0.08791981930529058
2016-12,1397645.276245716,0.16649433889446907,0.25128512432311245
2017-01,1264784.411747775,-0.0950605040892959,0.18184233807979178
2017-02,1197365.2310468818,-0.05330487953099328,0.10212041767906244
2017-03,1170520.9955905345,-0.02241942120941387,0.07713649781010234
2017-04,1824458.7803318314,0.558672409298717,0.6118152160840213
2017-05,1606812.1079216474,-0.11929382826100277,0.41529455404701743
2017-06,1375473.540486461,-0.1439736272179417,0.23038827642133652
2017-07,1121069.6765604226,-0.18495729393388682,0.010383653229088186
2017-08,1286875.9262577407,0.14790003972458843,0.1467685867589612
2017-09,1317130.6000782987,0.023510171573835503,0.14503969192908772
2017-10,1284333.9000584525,-0.024900112424611875,0.11504852467692106
2017-11,1138867.4947373054,-0.11326213947519925,-0.04948522494169927
2017-12,1105781.424794466,-0.029051729104333734,-0.2088254125791058
2018-01,1056625.7234997682,-0.04445336138996414,-0.1645803714170998
2018-02,1035842.2824535124,-0.019669633801282616,-0.134898646131679
2018-03,967671.8623692822,-0.06581158274670995,-0.17329815867071552
2018-04,1040105.9827809744,0.07485401118757551,-0.42990984833770785
2018-05,1069991.6940937117,0.028733332763677177,-0.33409034645767843
2018-06,1151675.4243781168,0.0763405274408151,-0.16270623136028772
