,sales,MoM,YoY
,Queens,,
,South Queens,,
,All,,
2015-02,457894.1657061111,0.011129397197253477,0.007902174643463544
2015-03,450844.2468131051,-0.015396393797973862,0.0013929619842718566
2015-04,441100.6660017324,-0.021611855713469685,-0.0294599983371987
2015-05,440555.8190561875,-0.001235198646339697,-0.02531997551330134
2015-06,438687.2347769779,-0.004241424578644182,-0.03611620201239396
2015-07,451280.6273525368,0.02870699573002433,-0.016038285682331788
2015-08,443834.2646803052,-0.016500514803651223,-0.02095681471641664
2015-09,451810.4963633153,0.01797119401936076,-0.003854431074914566
2015-10,445397.8119976184,-0.014193305417456004,-0.022151571394673275
2015-11,448180.5158621138,0.0062476819363230796,-0.005405290772622973
2015-12,444966.3508897937,-0.007171585686042925,-0.025956649275629018
2016-01,438979.8105338762,-0.013453917007311467,-0.030637591718590373
2016-02,438595.5494190662,-0.000875350313588763,-0.04214645595513278
2016-03,429195.7181313184,-0.021431661356797194,-0.048017755211060775
2016-04,443888.9983967114,0.03423445212679743,0.006321306245699709
2016-05,445457.8728094471,0.003534384538482316,0.011126975382509618
2016-06,440092.062524781,-0.01204560658188536,0.0032023447149476247
2016-07,441712.0376564613,0.0036809914779798447,-0.021203191797108945
2016-08,442158.393015722,0.0010105121011165785,-0.0037758951886924796
2016-09,440067.4669291876,-0.004728907376999714,-0.025991050514870717
2016-10,452313.8822041081,0.027828494935961956,0.01552784953179498
2016-11,439877.7861485651,-0.027494393926055016,-0.01852541424648424
2016-12,446181.2410163262,0.01433001407721024,0.0027302966260327466
2017-01,455432.8038325991,0.020734988309233593,0.03748006834007511
2017-02,450469.0824737166,-0.010898910480561241,0.027071713496357175
2017-03,449986.3046597643,-0.0010717224172215323,0.0484408060242687
2017-04,455002.7815560413,0.011148065717399902,0.025037302567695763
2017-05,454983.9054946566,-4.148559558281306e-05,0.021384811598748943
2017-06,464201.447468174,0.02025905062179323,0.0547825943623681
2017-07,464196.4734004845,-1.0715321368870434e-05,0.05090292730828927
2017-08,471813.8092377951,0.01640972362738924,0.06706966709330042
2017-09,487415.425430877,0.03306731572415389,0.10759249901403933
2017-10,476442.1822256555,-0.02251312254945803,0.05334415097757139
2017-11,484439.4731453568,0.01678543843944036,0.10130469962341171
2017-12,483462.5276617939,-0.0020166512799211223,0.0835563739984837
2018-01,482682.8452809551,-0.001612704886580718,0.059833286533247154
2018-02,486013.835571997,0.006900991662761591,0.07890608807842958
2018-03,488163.081176153,0.004422190165896289,0.08483986317151193
2018-04,493556.7261161817,0.011048858768740955,0.08473342608652135
2018-05,498895.0653528132,0.010816060149031248,0.09651145749961554
2018-06,482241.7776321327,-0.033380341633372335,0.03886314931233725
