,sales,MoM,YoY
2015-02,573087.0794397288,0.022230980507258025,0.20751396196082905
2015-03,589514.297232043,0.028664435792853826,0.22364180360660946
2015-04,574780.4940822981,-0.02499312267560727,0.19464001734626724
2015-05,572068.5514447944,-0.004718223157230916,0.1269995057607276
2015-06,587945.4348686023,0.02775346308359361,0.12680335139976306
2015-07,583996.5783357102,-0.0067163656671211935,0.09598802465136225
2015-08,577154.8845669082,-0.011715297696263227,0.06726064990377734
2015-09,581163.5800620364,0.006945614777454923,0.12592646171395105
2015-10,578128.0246276091,-0.005223237550610604,0.11566903772898551
2015-11,601826.4926944003,0.04099173030412451,0.1468475977421757
2015-12,604846.187947991,0.005017551221567995,0.1203929543615061
2016-01,605707.7127687946,0.0014243700927114578,0.08041728968969286
2016-02,599675.5119021464,-0.00995893025544281,0.046395100179909
2016-03,598841.0420462011,-0.001391535654504894,0.01582106635572722
2016-04,588734.5018181078,-0.01687683294645248,0.024277107312224988
2016-05,602771.3650264785,0.023842433499349225,0.053669815451561353
2016-06,617110.9321180666,0.023789396649520844,0.04960578910861413
2016-07,625216.2371886747,0.013134275620088065,0.0705820211660031
2016-08,607717.8960877181,-0.027987662603964125,0.05295460947843145
2016-09,603666.4725575441,-0.006666618765475918,0.03872041068558629
2016-10,594788.0373090397,-0.014707517564938266,0.028817168467420107
2016-11,619915.4718211694,0.042246032092057684,0.030056800998879307
2016-12,628898.5561171985,0.014490821256064157,0.03976609036887213
2017-01,615442.956561399,-0.021395500792487088,0.01607251086188577
2017-02,605978.536592304,-0.01537822452624138,0.010510725492466122
2017-03,643594.5647388066,0.062074852284430326,0.07473355957648731
2017-04,609834.5803729908,-0.052455359655681266,0.03583971805580033
2017-05,609651.0405551454,-0.00030096656331490834,0.011413408014769644
2017-06,611452.673901293,0.002955187847308638,-0.009168948275398714
2017-07,622819.1270848284,0.01858926073707945,-0.0038340496635612675
2017-08,602226.8905199417,-0.03306294824513645,-0.009035451486825719
2017-09,592114.2727138691,-0.01679203962038578,-0.019136725938632915
2017-10,609720.7789179599,0.029734980248650178,0.02510598847360712
2017-11,616829.5168765608,0.011659005571724723,-0.004978025367785688
2017-12,599079.9188066109,-0.02877553292168722,-0.047414065465004596
2018-01,624036.3905022156,0.041658000731052525,0.013963006399211553
2018-02,597663.2314008044,-0.04226221339461711,-0.013722111740558374
2018-03,593468.5881623741,-0.007018406048835968,-0.07788440009087916
2018-04,588215.4762721155,-0.00885154158963064,-0.035450767792886584
2018-05,561013.148397513,-0.04624551541384203,-0.07977988869393704
2018-06,575643.6239434211,0.026078667831046065,-0.058563894617382206
